"name","email","phone","website","address","city","country","postcode","category"
"Phillipa Lepley","info@phillipalepley.com","+44 20 7590 9771","https://phillipalepley.com/","48 Fulham Road","London","UK","","clothes"
"Phillipa Lepley","marketing@phillipalepley.com","+44 20 7590 9771","https://phillipalepley.com/","48 Fulham Road","London","UK","","clothes"
"Sé","enquiries@se-collections.com","+44 20 7627 4282","https://se-collections.com/","60 Fulham Road","London","UK","","furniture"
"Sé","u003eenquiries@se-collections.com","+44 20 7627 4282","https://se-collections.com/","60 Fulham Road","London","UK","","furniture"
"Cassina","ecommerce@cassina.com","+44 20 7584 0000","https://www.cassina.com/en/showroom/cassina-uk","238-242 Brompton Road","London","UK","","furniture"
"Rene Aubrey","salon@reneaubrey.com","+44 20 7584 3850","https://www.reneaubrey.com/home","39 Old Brompton Road","London","UK","","hairdresser"
"Meridiani","london@meridiani.store","+44 20 7581 2811","https://www.meridiani.it/it/monobrand/londra","10 Thurloe Place","London","UK","","furniture"
"Edition 94","info@theedition94.com","+44 20 7589 9199","https://theedition94.com/","94 Fulham Road","London","UK","","houseware"
"Edition 94","thedotproject@re-agency.com","+44 20 7589 9199","https://theedition94.com/","94 Fulham Road","London","UK","","houseware"
"Tom Howley","chelsea@tomhowley.co.uk","+44 20 7584 1218","https://www.tomhowley.co.uk/showrooms/chelsea/","72 Fulham Road","London","UK","","kitchen"
"The Chelsea Spa","booking@thechelseaspa.co.uk","+44 20 7351 4555","https://thechelseaspa.co.uk/","53 Hollywood Road","London","UK","","beauty"
"Sassi Holford","london@sassiholford.com","+44 20 7584 1532","https://sassiholford.com/","82 Fulham Road","London","UK","","clothes"
"Hestory","hello@hestory.com","+447577039454","https://www.hestory.com/","208 Fulham Road","London","UK","SW10 9PJ","hairdresser"
"The Nail Gallery","enquiries@www.thenailgallerylondon.co.uk","+44 20 7795 1688","https://www.thenailgallerylondon.co.uk/","300 Fulham Road","London","UK","","beauty"
"Brinkley's Wine Shop","info@brinkleys.com","+44 20 7351 1683","https://www.brinkleys.com/wineshop","51 Hollywood Road","London","UK","","wine"
"Hari's Hairdressers","weddings@harissalon.com","+44 20 7581 5211","https://harissalon.com/","88 Fulham Road","London","UK","","hairdresser"
"Waggin' Tails","reception@chelseaveterinarysurgery.co.uk","+44 20 7823 3111","https://www.waggintailsonline.com/","364-366 Fulham Road","London","UK","","pet"
"Wyndhams","chelsea@wyndhams.shop","+44 20 7352 7888","https://wyndham-house.com/","339 Fulham Road","London","UK","","butcher"
"Wyndhams","chiswick@wyndhams.shop","+44 20 7352 7888","https://wyndham-house.com/","339 Fulham Road","London","UK","","butcher"
"Wyndhams","borough@wyndhams.shop","+44 20 7352 7888","https://wyndham-house.com/","339 Fulham Road","London","UK","","butcher"
"Wyndhams","syon@wyndhams.shop","+44 20 7352 7888","https://wyndham-house.com/","339 Fulham Road","London","UK","","butcher"
"Brompton Carpets","bromptoncarpets@yahoo.co.uk","+44 20 7352 5111","https://www.bromptoncarpets.co.uk/","457 Fulham Road","London","UK","","carpet"
"Newmans Pharmacy","newmans.pharmacy@nhs.net","+44 20 7476 1326","https://www.newmanspharmacy.co.uk/","376 Barking Road","London","UK","E13 8HL","pharmacy"
"Newmans Pharmacy","newmans1.pharmacy@nhs.net","+44 20 7476 1326","https://www.newmanspharmacy.co.uk/","376 Barking Road","London","UK","E13 8HL","pharmacy"
"Katya Katya","info@katyakatya.co.uk","+44 20 7351 4359","https://www.katyakatya.co.uk/","18 Park Walk","London","UK","","clothes"
"Katya Katya","marina@katyakatya.co.uk","+44 20 7351 4359","https://www.katyakatya.co.uk/","18 Park Walk","London","UK","","clothes"
"Katya Katya","riga@katyakatya.co.uk","+44 20 7351 4359","https://www.katyakatya.co.uk/","18 Park Walk","London","UK","","clothes"
"Farmer Brothers","info@farmerbrothers.co.uk","+44 20 7351 0241","https://www.farmerbrothers.co.uk/","319 Fulham Road","London","UK","","hardware"
"Handbag Clinic","enquiries@handbagclinic.co.uk","+44 1207 279963","https://www.handbagclinic.co.uk/map/handbag-clinic-chelsea","382 King's Road","London","UK","","fashion_accessories"
"Emmett London","pre-order@notifyboost.net","+44 20 7351 7529","https://www.emmettlondon.com/","380 King's Road","London","UK","","clothes"
"Emmett London","customerservice@emmettlondon.com","+44 20 7351 7529","https://www.emmettlondon.com/","380 King's Road","London","UK","","clothes"
"Aspiga","customerservices@aspiga.com","","https://www.aspiga.com/","320 King's Road","London","UK","SW3 5UH","clothes"
"Aspiga","production@aspiga.com","","https://www.aspiga.com/","320 King's Road","London","UK","SW3 5UH","clothes"
"Aspiga","marketing@aspiga.com","","https://www.aspiga.com/","320 King's Road","London","UK","SW3 5UH","clothes"
"Aspiga","ml@mlpr.co.uk","","https://www.aspiga.com/","320 King's Road","London","UK","SW3 5UH","clothes"
"VA Salon","info@va-salon.com","+44 20 7476 3272","https://www.va-salon.com/","ExCeL Marina","London","UK","E16 1AT","beauty"
"Orée","wellington@oreebakeries.co.uk","+44 20 3813 9724","https://www.oree.co.uk","275-277 Fulham Road","London","UK","SW10 9PZ","bakery"
"Vanity","hello@vanityaesthetics.co.uk","+44 20 8875 0077","https://www.vanityaesthetics.co.uk/","354 Garratt Lane","London","UK","SW18 4ES","beauty"
"Vanity","enquiries@vanityaesthetics.co.uk","+44 20 8875 0077","https://www.vanityaesthetics.co.uk/","354 Garratt Lane","London","UK","SW18 4ES","beauty"
"Catherine Walker & Co","catwalk@catherinewalker.com","+44 20 7352 4626","https://www.catherinewalker.com/","65 Sydney Street","London","UK","","clothes"
"LMS Wellness","info@lmswellness.com","+44 20 3292 1192","https://www.lmswellness.com/","35 Ixworth Place","London","UK","","beauty"
"Rawlings Opticians","caterham@rawlingsopticians.co.uk","+441883 341137","https://www.rawlingsopticians.co.uk/caterham-optician.php","2/4 Croydon Road","Caterham","UK","CR3 6QB","optician"
"Rawlings Opticians","hr@rawlingsopticians.co.uk","+441883 341137","https://www.rawlingsopticians.co.uk/caterham-optician.php","2/4 Croydon Road","Caterham","UK","CR3 6QB","optician"
"Andreas","info@andreasveg.co.uk","+44 20 7589 5775","https://www.andreasveg.co.uk/","4 Cale Street","London","UK","","deli"
"Claremont","hello@claremontus.com","+44 20 7581 9575","https://www.claremontfurnishing.com/","35 Elystan Street","London","UK","","fabric"
"Birley Bakery","b.west@birleybakery.com","","https://birleybakery.com","28-30 Cale Street","London","UK","SW3 3QU","bakery"
"Birley Bakery","natasha.chamberlin@rbholdings.com","","https://birleybakery.com","28-30 Cale Street","London","UK","SW3 3QU","bakery"
"Birley Bakery","r.freitas@birleybakery.com","","https://birleybakery.com","28-30 Cale Street","London","UK","SW3 3QU","bakery"
"Birley Bakery","london@birleybakery.com","","https://birleybakery.com","28-30 Cale Street","London","UK","SW3 3QU","bakery"
"Birley Bakery","newyork@birleybakery.com","","https://birleybakery.com","28-30 Cale Street","London","UK","SW3 3QU","bakery"
"Birley Bakery","k.keohane@birleybakery.com","","https://birleybakery.com","28-30 Cale Street","London","UK","SW3 3QU","bakery"
"Birley Bakery","corporategifting@birleybakery.com","","https://birleybakery.com","28-30 Cale Street","London","UK","SW3 3QU","bakery"
"Birley Bakery","u003ecorporategifting@birleybakery.com","","https://birleybakery.com","28-30 Cale Street","London","UK","SW3 3QU","bakery"
"Robert Stephenson","info@robertstephenson.co.uk","+44 20 7225 2343","https://www.robertstephenson.co.uk/","1 Elystan Street","London","UK","","carpet"
"Amaia Kids","contact@amaiakids.co.uk","+44 20 7590 0999","https://www.amaiakids.co.uk/","14 Cale Street","London","UK","","clothes"
"Poliform","dev@socialidea.it","+44 20 7368 7600","https://www.poliformuk.com/","278 King's Road","London","UK","","furniture"
"Me+Em","marylebone@meandem.com","+44 20 7351 7280","https://www.meandem.com/stores","184 King's Road","London","UK","","clothes"
"Me+Em","kingsroad@meandem.com","+44 20 7351 7280","https://www.meandem.com/stores","184 King's Road","London","UK","","clothes"
"Me+Em","battersea@meandem.com","+44 20 7351 7280","https://www.meandem.com/stores","184 King's Road","London","UK","","clothes"
"Me+Em","brookstreet@meandem.com","+44 20 7351 7280","https://www.meandem.com/stores","184 King's Road","London","UK","","clothes"
"Me+Em","elizabethstreet@meandem.com","+44 20 7351 7280","https://www.meandem.com/stores","184 King's Road","London","UK","","clothes"
"Me+Em","draycottavenue@meandem.com","+44 20 7351 7280","https://www.meandem.com/stores","184 King's Road","London","UK","","clothes"
"Me+Em","westbournegrove@meandem.com","+44 20 7351 7280","https://www.meandem.com/stores","184 King's Road","London","UK","","clothes"
"Me+Em","manchester@meandem.com","+44 20 7351 7280","https://www.meandem.com/stores","184 King's Road","London","UK","","clothes"
"Me+Em","harrogate@meandem.com","+44 20 7351 7280","https://www.meandem.com/stores","184 King's Road","London","UK","","clothes"
"Me+Em","edinburgh@meandem.com","+44 20 7351 7280","https://www.meandem.com/stores","184 King's Road","London","UK","","clothes"
"Me+Em","selfridgeslondon@meandem.com","+44 20 7351 7280","https://www.meandem.com/stores","184 King's Road","London","UK","","clothes"
"Me+Em","harrods.london@meandem.com","+44 20 7351 7280","https://www.meandem.com/stores","184 King's Road","London","UK","","clothes"
"Me+Em","madison.nyc@meandem.com","+44 20 7351 7280","https://www.meandem.com/stores","184 King's Road","London","UK","","clothes"
"Me+Em","mercer.nyc@meandem.com","+44 20 7351 7280","https://www.meandem.com/stores","184 King's Road","London","UK","","clothes"
"Me+Em","northpark.dallas@meandem.com","+44 20 7351 7280","https://www.meandem.com/stores","184 King's Road","London","UK","","clothes"
"Me+Em","greenwich@meandem.com","+44 20 7351 7280","https://www.meandem.com/stores","184 King's Road","London","UK","","clothes"
"Me+Em","beverlydrive.la@meandem.com","+44 20 7351 7280","https://www.meandem.com/stores","184 King's Road","London","UK","","clothes"
"Me+Em","stanford.paloalto@meandem.com","+44 20 7351 7280","https://www.meandem.com/stores","184 King's Road","London","UK","","clothes"
"Me+Em","buckhead.atlanta@meandem.com","+44 20 7351 7280","https://www.meandem.com/stores","184 King's Road","London","UK","","clothes"
"Chelsea Green Pharmacy","info@chelseagreenpharmacy.co.uk","+44 20 7584 5424","https://chelseagreenpharmacy.co.uk/","6 Elystan Street","London","UK","","pharmacy"
"Chelsea Green Pharmacy","support@pharmacymentor.com","+44 20 7584 5424","https://chelseagreenpharmacy.co.uk/","6 Elystan Street","London","UK","","pharmacy"
"Chelsea Green Pharmacy","info@drtimevans.co.uk","+44 20 7584 5424","https://chelseagreenpharmacy.co.uk/","6 Elystan Street","London","UK","","pharmacy"
"Chelsea Green Pharmacy","reception@23md.co.uk","+44 20 7584 5424","https://chelseagreenpharmacy.co.uk/","6 Elystan Street","London","UK","","pharmacy"
"Pain De Sucre","customer.service@paindesucre.com","+44 20 7349 0068","https://paindesucre.com/","192 King's Road","London","UK","","clothes"
"Sassoon Hair Salon","houseofsassoon@sassoonglobal.com","+44 20 7730 7288","https://www.sassoon-salon.com/en/salon/uk/salons/london-chelsea","124c King's Road","London","UK","","hairdresser"
"Sassoon Hair Salon","example@test.com","+44 20 7730 7288","https://www.sassoon-salon.com/en/salon/uk/salons/london-chelsea","124c King's Road","London","UK","","hairdresser"
"The Pie Man","chelseashop@thepieman.co.uk","+44 20 7225 0587","https://thepieman.co.uk/","16 Cale Street","London","UK","","deli"
"Intimissimi","hello@intimissimi.com","+44 20 7584 6350","https://www.intimissimi.com/uk/","56 King's Road","London","UK","SW3 4UD","clothes"
"Lululemon","kingsroad-store@lululemon.com","+44 20 7584 0005","https://www.lululemon.co.uk/en-gb/stores?storeId=60121","38-42 King's Road","London","UK","SW3 4UD","clothes"
"Kiki McDonough","info@kiki.co.uk","+44 20 7730 3323","https://www.kiki.co.uk/","12 Symons Street","London","UK","","jewelry"
"Kiki McDonough","wholesale@kiki.co.uk","+44 20 7730 3323","https://www.kiki.co.uk/","12 Symons Street","London","UK","","jewelry"
"GA Chelsea","info@gasalons.co.uk","+44 330 135 9494","https://gennarodellaquila.co.uk/","3 Bray Place","London","UK","","hairdresser"
"Salon Sloane","info@salonsloane.com","+44 20 7259 0068","https://www.salonsloane.com/","186 Pavilion Road","London","UK","","hairdresser"
"Emilia Wickstead","vendors@template.page.faqs.chunk.bcd5c.js","+44 20 7235 1104","https://www.emiliawickstead.com/store","162a Sloane Street","London","UK","","clothes"
"Emilia Wickstead","template.product@template.product.coming-soon.chunk.d64cf.js","+44 20 7235 1104","https://www.emiliawickstead.com/store","162a Sloane Street","London","UK","","clothes"
"Emilia Wickstead","sales@emiliawickstead.com","+44 20 7235 1104","https://www.emiliawickstead.com/store","162a Sloane Street","London","UK","","clothes"
"Poetry","press@selective.co.uk","+44 20 3457 6883","https://www.poetryfashion.co.uk/","10 Symons Street","London","UK","","clothes"
"Bennison Fabrics","info@bennisonfabrics.com","+44 20 7730 8076","https://www.bennisonfabrics.com/","16 Holbein Place","London","UK","","fabric"
"Bennison Fabrics","sales@bennisonny.com","+44 20 7730 8076","https://www.bennisonfabrics.com/","16 Holbein Place","London","UK","","fabric"
"Moyses Stevens","info@moysesflowers.co.uk","+44 20 7730 1377","https://www.moysesflowers.co.uk/","188 Pavilion Road","London","UK","","florist"
"Corneliani","info@corneliani.it","+44 20 7493 7921","https://www.corneliani.com/it/it/","160 Sloane Street","London","UK","","clothes"
"OSKA","info@oska.com","+44 20 3808 8982","https://www.oska.com/","33 Duke of York Square","London","UK","","clothes"
"Really Wild","orders@reallywildclothing.com","+44 20 7119 1620","https://www.reallywildclothing.com/","53 Sloane Square","London","UK","","clothes"
"Oliver Peoples","news@e.oliverpeoples.com","+44 20 7730 0085","https://www.oliverpeoples.com/international","151 Sloane Street","London","UK","","optician"
"Toni & Guy","salon.sloanesquare@toniandguy.co.uk","+44 20 7730 8113","https://toniandguy.com/salon/sloane-square","49 Sloane Square","London","UK","","hairdresser"
"Shackleton","info@shackleton.com","+44 20 8065 5494","https://shackletonlondon.com/","11 King's Road","London","UK","","clothes"
"Yamamay","yamamayhelp@yamamay.com","+44 20 7730 4625","https://www.yamamay.com/it_en/","33d King's Road","London","UK","","clothes"
"Cake House Bakery","info@cakehousebakery.com","+44 20 3649 5070","https://www.cakehousebakery.com/","26 High Street","West Drayton","UK","UB7 7DP","bakery"
"Wimbledon Windows","sales@wimbledonwindows.com","+44 20 8543 1444","https://www.wimbledonwindows.com/","505 Kingston Road","London","UK","SW20 8SF","trade"
"Revital","revital@babr.co.uk","+44 20 7351 6593","https://www.revital.co.uk/","83 King's Road","London","UK","","health_food"
"Pets Corner","purchasing@petscorner.co","","https://www.petscorner.co.uk/stores/pets-corner-stores-acton/","","London","UK","","pet"
"Pets Corner","purchasing@petscorner.co.uk","","https://www.petscorner.co.uk/stores/pets-corner-stores-acton/","","London","UK","","pet"
"Auerbach & Steele","info@auerbach-steele.com","+44 20 7349 0001","https://www.auerbach-steele.com/","123 King's Road","London","UK","","optician"
"London Ski Co.","hello@londonskico.com","","https://www.londonskico.com/","129 King's Road","London","UK","","sports"
"Merola","info@merola.co.uk","+44 20 7431 6089","https://merola.co.uk/","51 Chelsea Manor Street","London","UK","","jewelry"
"f4fade","info@f4fade.co.uk","+44 20 8579 1661","https://www.f4fade.co.uk","12 Leeland Road","London","UK","","hairdresser"
"The Ealing Grocer","hello@ealinggrocer.com","+44 20 8566 0632","https://www.theealinggrocer.com/","18 St Marys Road","London","UK","W5 5ES","greengrocer"
"Royal Selangor","info@royalselangor.com","+44 20 7474 5511","https://eu.royalselangor.com/","261 King's Road","London","UK","","gift"
"Johnstone's Decorating Centre","specifiers.acuk@ppg.com","+441923 246489","https://www.johnstonestrade.com/","7 Whippendell Road","Watford","UK","WD18 7EN","hardware"
"Zaeem Jamal","customer.care@zaeemjamal.com","+44 20 7100 2072","http://www.zaeemjamal.com/","309 King's Road","London","UK","","clothes"
"Zaeem Jamal","london@zaeemjamal.com","+44 20 7100 2072","http://www.zaeemjamal.com/","309 King's Road","London","UK","","clothes"
"Zaeem Jamal","bespoke@zaeemjamal.com","+44 20 7100 2072","http://www.zaeemjamal.com/","309 King's Road","London","UK","","clothes"
"Zaeem Jamal","pr@zaeemjamal.com","+44 20 7100 2072","http://www.zaeemjamal.com/","309 King's Road","London","UK","","clothes"
"Zaeem Jamal","vip@zaeemjamal.com","+44 20 7100 2072","http://www.zaeemjamal.com/","309 King's Road","London","UK","","clothes"
"West Ealing Timber","info@westealingtimber.co.uk","+44 20 8579 3325","https://www.westealingtimber.co.uk","151-153 Uxbridge Road","London","UK","","hardware"
"Biondi","rhona@biondilondon.com","+44 20 7349 1111","https://biondilondon.com/","55b Old Church Street","London","UK","","clothes"
"Seasons & Blossoms","order@seasonandblossoms.com","+44 20 7159 4867","http://www.seasonsandblossoms.com","92 Highbury Park","London","UK","","greengrocer"
"Lavender Green Flowers","info@lavendergreen.co.uk","+44 20 8171 1001","https://lavendergreen.co.uk/","239 King's Road","London","UK","","florist"
"Fameed Khalique","info@fameedkhalique.com","+44 20 7351 2401","https://www.fameedkhalique.com/","533 King's Road","London","UK","","furniture"
"Rebecca Scott","enquiries@rebeccascott.co.uk","+44 20 7352 3979","https://www.rebeccascott.co.uk","103 Lots Road","London","UK","","furniture"
"Nicholas Herbert","enquiries@nicholasherbert.com","+44 20 7376 5596","https://www.nicholasherbert.com/","118 Lots Road","London","UK","","fabric"
"Katherine Hooker","info@katherinehooker.com","+44 20 7352 5091","https://katherinehooker.com/","19 Ashburnham Road","London","UK","","clothes"
"Gathering Moss","shop@gatheringmoss.co.uk","+44 7762 641847","https://www.gatheringmoss.co.uk/","193 Blackstock Road","London","UK","N5 2LL","furniture"
"Gathering Moss","sheila@gatheringmoss.co.uk","+44 7762 641847","https://www.gatheringmoss.co.uk/","193 Blackstock Road","London","UK","N5 2LL","furniture"
"Paradise Cycles","info@paradisecycles.co.uk","+44 20 3441 9220","https://www.paradisecycles.co.uk/","63 Roman Road","London","UK","E2 0QN","bicycle"
"Robert Langford","info@robertlangford.co.uk","+44 20 7352 1876","https://robertlangford.co.uk/","533 King's Road","London","UK","","furniture"
"Freddie Grub","hello@freddiegrubb.com","","https://www.freddiegrubb.com/","47 Barnsbury Street","London","UK","","bicycle"
"Cycle Exchange","sales@cycleexchange.co.uk","+44 20 8546 8289","https://www.cycleexchange.co.uk/","27 Sury Basin","Kingston upon Thames","UK","KT2 5NZ","bicycle"
"Cycle Exchange","support@cycleexchange.co.uk","+44 20 8546 8289","https://www.cycleexchange.co.uk/","27 Sury Basin","Kingston upon Thames","UK","KT2 5NZ","bicycle"
"HT by Sakurami","welcome@sakurami-london.co.uk","+44 20 7351 3938","https://ht-by-sakurami.co.uk/","327 King's Road","London","UK","","beauty"
"Three.","store1115.streathamiiownretail@three.co.uk","","https://locator.three.co.uk/london/streatham/178-high-street","Streatham High Road","London","UK","","mobile_phone"
"Bevan's Butchers","info@bevansbutchers.com","+44 20 8546 0783","https://bevansbutchers.com/","136 Richmond Road","Kingston upon Thames","UK","KT2 5EZ","butcher"
"Marcus Jones Pharmacy","nhspharmacy.eastacton.marcusjonespharmacyfjq74@nhs.net","+44 20 8743 3674","https://www.wellcarepharmacy.co.uk/marcus-jones-pharmacy/","96 Old Oak Common Lane","London","UK","","pharmacy"
"Marcus Jones Pharmacy","wellcare.pharmacy@nhs.net","+44 20 8743 3674","https://www.wellcarepharmacy.co.uk/marcus-jones-pharmacy/","96 Old Oak Common Lane","London","UK","","pharmacy"
"Nordic Style","info@nordicstylelondon.com","+44 20 7351 1755","https://nordicstylelondon.com/shop","109 Lots Road","London","UK","","furniture"
"Courtney Erin","courtneyerinhairdressing@hotmail.co.uk","+44 20 8462 3516","https://www.courtneyerin.co.uk","54 Station Approach","Bromley","UK","BR2 7EJ","hairdresser"
"The Cream of Beauty","contact@thecreamofbeauty.co.uk","+44 20 4629 8848","https://thecreamofbeauty.com/","35 Mare Street","London","UK","E8 4RP","beauty"
"The Cream of Beauty","info@thecreamofbeauty.com","+44 20 4629 8848","https://thecreamofbeauty.com/","35 Mare Street","London","UK","E8 4RP","beauty"
"Brewers","surbiton@brewers.co.uk","","https://www.brewers.co.uk/stores/surbiton/sbt","","London","UK","","hardware"
"Three.","store1209.tootinghighstreetownretail@three.co.uk","","https://locator.three.co.uk/london-&-ni/tooting/51-high-street","","London","UK","","mobile_phone"
"Jays Pharmacy","jays.pharmacy@nhs.net","+44 20 8743 2199","https://jayspharmacy.co.uk/","442 Uxbridge Road","London","UK","","pharmacy"
"Bless Bakes","info@blessbakes.co.uk","","https://blessbakes.co.uk/","21-23 Tooting High Street","London","UK","SW17 8TA","bakery"
"Tapi Carpets","tooting@tapi.co.uk","+44 20 3818 0700","https://www.tapi.co.uk/stores/tooting","","London","UK","","carpet"
"Royal Bake UK","info@royalbake.co.uk","+44 20 3784 6171","https://royalbake.co.uk/","91 Bloemfontein Road","London","UK","","bakery"
"Natuzzi Italia","westfield@natuzzi.com","","https://www.natuzzi.com/gb/en/stores/na-2000029759","","London","UK","","furniture"
"Natuzzi Italia","dvalentine@natuzzi.com","","https://www.natuzzi.com/gb/en/stores/na-2000029759","","London","UK","","furniture"
"London Carpets","info@london-carpets.org.uk","+44 20 7602 7710","https://www.london-carpets.org.uk/","35 St. Anns Road","London","UK","W11 4ST","carpet"
"Tech Direct","support@techdirect.com","+44 20 8743 0838","https://www.techdirectuk.com/","138 Uxbridge Road","London","UK","","computer"
"Tech Direct","support@techdirectuk.com","+44 20 8743 0838","https://www.techdirectuk.com/","138 Uxbridge Road","London","UK","","computer"
"Prime Look","info@primelookbeauty.com","+44 20 8740 7348","https://www.primelookbeauty.com/","108 Uxbridge Road","London","UK","","beauty"
"Prime Look","hello@theme.com","+44 20 8740 7348","https://www.primelookbeauty.com/","108 Uxbridge Road","London","UK","","beauty"
"Nav Universal","navuniversal@live.co.uk","+44 20 8740 1420","https://www.navuniversal.com/","19 Uxbridge Road","London","UK","","clothes"
"Tapi Carpets","orpington@tapi.co.uk","+44 1689 667110","https://www.tapi.co.uk/stores/orpington","Cray Avenue","Orpington","UK","BR5 3RP","carpet"
"House Of Hair","shop@houseofhairuk.com","+44 7985 141859","https://www.houseofhairuk.com/","88 Goldhawk Road","London","UK","","hairdresser"
"Techlab+","info@techlab.plus","","https://www.techlab.plus","56 Northfield Avenue","London","UK","W13 9RR","computer"
"Skin of Love","enquiries@skinoflove.co.uk","","https://skinoflove.co.uk","","London","UK","","cosmetics"
"Cocktail","info@thecocktail.co.uk","+44 20 8001 4500","https://www.thecocktail.co.uk/","111 Askew Road","London","UK","","furniture"
"J W Beeton","hello@jwbeeton.co.uk","+44 20 8743 8118","https://jwbeeton.co.uk/","141 Askew Road","London","UK","","clothes"
"Harry's Gas and Electrical Appliances","harrysgas@hotmail.co.uk","+44 20 8679 6868","https://harrysgasappliances.co.uk/","1577 London Road","London","UK","SW16 4AA","electronics"
"Linklater & Warren","sevenoaks@linklaterwarren.co.uk","+44 20 8295 5131","https://linklaterwarren.co.uk/","High Street","Chislehurst","UK","","optician"
"Linklater & Warren","chislehurst@linklaterwarren.co.uk","+44 20 8295 5131","https://linklaterwarren.co.uk/","High Street","Chislehurst","UK","","optician"
"Linklater & Warren","bexleyheath@linklaterwarren.co.uk","+44 20 8295 5131","https://linklaterwarren.co.uk/","High Street","Chislehurst","UK","","optician"
"Chase & Sorensen","info@chaseandsorensen.com","+44 20 8533 5523","https://chaseandsorensen.com/","Dalston Lane","London","UK","","furniture"
"Next Kitchen Tech","info@nextkitchentech.com","+44 20 8749 7607","https://nextkitchentech.com","123 The Vale","London","UK","","kitchen"
"Next Kitchen Tech","sales@nextkitchentech.com","+44 20 8749 7607","https://nextkitchentech.com","123 The Vale","London","UK","","kitchen"
"Graham Plumbers' Merchant","206df95c7776439394eec2a0af96246d@sentry-elb-0d7b6d66dd37f8c95f2648137756ec.aphixsoftware.com","+44 20 8749 2966","https://www.grahamdirect.co.uk/branch-finder/graham-shepherds-bush-askewroad-branch","86 Askew Road","London","UK","","hardware"
"Max Inc","info@maxinc.co.uk","+44 7973 121879","https://www.maxinc.co.uk/","106 Askew Road","London","UK","","furniture"
"AGP Cleaning Supplies","sales@agpsupplies.co.uk","+44 20 8743 9213","https://agpsupplies.co.uk/","124 Askew Road","London","UK","","chemist"
"Sam's Hairdressers","sam45@live.co.uk","+44 20 8749 0555","https://samshairdressers.ueniweb.com/","119 The Vale","London","UK","","hairdresser"
"Ligne Roset Hampstead","sales@ligne-roset-hampstead.co.uk","","https://www.ligne-roset-hampstead.co.uk/","454 Finchley Road","London","UK","NW11 8DG","furniture"
"Butler and Lawler","hello@butlerandlawler.co.uk","+44 20 8748 0306","https://www.butlerandlawler.com/","57 Dalling Road","London","UK","","hairdresser"
"1to1 Flooring","stalbans@1to1flooring.co.uk","+44 20 8344 2455","https://1to1flooring.co.uk","","London","UK","","carpet"
"1to1 Flooring","harpenden@1to1flooring.co.uk","+44 20 8344 2455","https://1to1flooring.co.uk","","London","UK","","carpet"
"1to1 Flooring","luton@1to1flooring.co.uk","+44 20 8344 2455","https://1to1flooring.co.uk","","London","UK","","carpet"
"1to1 Flooring","barnet@1to1flooring.co.uk","+44 20 8344 2455","https://1to1flooring.co.uk","","London","UK","","carpet"
"1to1 Flooring","leightonbuzzard@1to1flooring.co.uk","+44 20 8344 2455","https://1to1flooring.co.uk","","London","UK","","carpet"
"1to1 Flooring","shefford@1to1flooring.co.uk","+44 20 8344 2455","https://1to1flooring.co.uk","","London","UK","","carpet"
"1to1 Flooring","berkhamsted@1to1flooring.co.uk","+44 20 8344 2455","https://1to1flooring.co.uk","","London","UK","","carpet"
"Refill Therapy","hello@refilltherapy.co.uk","+44 20 8533 4222","https://refilltherapy.co.uk/","61 Wallis Road","London","UK","E9 5LH","convenience"
"Morleys","info@morleysbexleyheath.co.uk","","https://www.morleysbexleyheath.co.uk/","","London","UK","","department_store"
"Morleys","customerexperience@elyswimbledon.co.uk","","https://www.morleysbexleyheath.co.uk/","","London","UK","","department_store"
"Precious Soles","info@precioussoles.co.uk","+44 1707 643322","https://precioussoles.co.uk/","171 Darkes Lane","London","UK","","shoes"
"SpecsDirect","specsdirect@googlemail.com","+44 20 8449 1993","https://www.specsdirectbarnet.co.uk","High Street","Barnet","UK","EN5 5UZ","optician"
"Jag Shop","jagshopuk@aol.com","","https://www.jagshop.co.uk/","303 Goldhawk Road","London","UK","","car_parts"
"Kutchen Haus","showroom@orpington.kutchenhaus.co.uk","","https://uk.kutchenhaus.com/store-finder/orpington","","London","UK","","kitchen"
"Kutchen Haus","email@address.co.uk","","https://uk.kutchenhaus.com/store-finder/orpington","","London","UK","","kitchen"
"Richardson's The Ripley Florist","shop@richardsonsflorist.co.uk","+44 1483 225322","https://www.richardsons-florist.co.uk","High Street","Ripley","UK","GU23 6AZ","gift"
"The Source","info@thesourcebulkfoods.co.uk","","https://www.thesourcebulkfoods.co.uk","16 The Quadrant","Richmond","UK","TW9 1BP","health_food"
"Nude","leebutton@me.com","+44 1372 650120","https://www.nudehbs.com/","96 High Street","Esher","UK","KT10 9QJ","hairdresser"
"Nude","hello@nudehbs.com","+44 1372 650120","https://www.nudehbs.com/","96 High Street","Esher","UK","KT10 9QJ","hairdresser"
"Remedi Medispa","info@remedimedispa.co.uk","+44 1372 650526","https://www.remedimedispa.co.uk","96 High Street","Esher","UK","KT10 9QJ","beauty"
"Remedi Medispa","jodie@remediyogatherapyco.uk","+44 1372 650526","https://www.remedimedispa.co.uk","96 High Street","Esher","UK","KT10 9QJ","beauty"
"Sisi UK LTD","sales@mothcontrol.co.uk","+44 20 8741 5463","https://sisiukltd.com/","139 Brackenbury Road","London","UK","","hardware"
"Oh Mi Nails","info@ohminails.co.uk","+44 1372 650750","https://www.ohminails.co.uk","70 High Street","Esher","UK","KT10 9QS","beauty"
